word1,word2,pivot,label,RelatedTo_att1,RelatedTo_att2,IsA_att1,IsA_att2,UsedFor_att1,UsedFor_att2,HasContext_att1,HasContext_att2,PartOf_att1,PartOf_att2,CapableOf_att1,CapableOf_att2
orange,peach,seeds,1,1,1,1,1,1,1,0,0,0,0,1,1
strainer,ladle,holes,1,1,1,1,1,0,0,1,0,1,1,1,0
pants,sweater,buttons,1,1,1,1,1,1,0,0,0,0,0,1,1
axe,spear,chairs,0,1,1,1,1,1,0,1,1,1,1,1,1
bed,cottage,headboard,1,1,1,1,1,1,1,0,1,1,1,0,1
harpsichord,tuba,wire,0,1,1,1,0,1,1,0,0,0,1,1,0
zucchini,pumpkin,things,0,1,1,1,0,1,1,1,1,0,0,0,1
cabbage,cauliflower,styles,0,1,1,1,1,1,1,0,1,1,0,1,1
tomato,cheese,seeds,1,1,1,1,1,1,1,0,1,0,0,1,1
trout,shrimp,gills,1,1,1,1,1,1,1,0,0,0,0,1,1
hamster,budgie,noises,0,1,1,1,1,1,1,1,0,0,0,1,1
elephant,zebra,peanuts,1,0,1,1,1,1,1,0,1,0,0,0,1
mackerel,cod,gills,0,0,1,0,1,1,1,0,1,1,1,0,0
rabbit,hare,ears,0,1,1,1,1,1,1,0,1,0,1,1,1
toaster,freezer,electrical,0,1,1,1,1,1,1,0,0,1,0,1,0
gloves,boots,thumb,1,1,1,1,1,1,1,1,0,0,0,1,0
piano,trumpet,pedals,1,1,1,0,1,1,1,1,0,1,0,1,1
cockroach,wasp,flies,0,0,1,1,1,1,1,0,0,0,1,1,1
pony,camel,sealing,0,1,1,1,0,1,1,1,0,1,1,1,1
fridge,stove,bags,0,1,1,0,1,1,0,0,0,0,0,1,1
tank,pipe,flavours,0,1,1,1,1,1,1,0,0,1,1,1,0
goat,duck,grass,1,1,1,1,1,1,1,0,1,0,0,1,1
stereo,plug,turntable,1,1,1,0,1,1,1,0,0,1,0,1,0
radish,beets,schools,0,1,1,1,1,1,1,0,0,0,0,1,0
pony,donkey,siren,0,1,1,1,1,1,1,0,0,0,1,0,1
apple,pineapple,sympathy,0,1,1,1,1,1,1,0,0,0,0,1,1
ox,calf,bulletproof,0,1,0,1,1,0,1,0,0,0,0,1,1
onions,celery,bulbs,1,0,1,1,1,1,1,1,0,0,1,1,0
cod,asparagus,gills,1,1,1,1,1,1,1,1,0,1,0,0,0
lemon,raspberry,bottles,0,1,1,0,1,1,0,0,0,0,0,0,1
thimble,comb,parks,0,1,1,1,1,1,1,0,0,0,0,0,1
ant,crab,antennae,1,1,0,1,1,1,1,0,1,1,0,1,1
spear,stick,thin,0,1,0,1,0,1,0,1,0,0,0,1,0
shell,gun,scales,0,1,0,1,1,1,1,0,0,0,0,1,1
cod,lobster,fins,1,1,1,1,1,1,0,0,1,0,0,1,0
robe,coat,nets,0,1,1,1,1,1,0,0,1,0,0,1,1
socks,mittens,seeds,0,1,1,1,1,1,1,0,0,1,0,1,1
zucchini,spinach,seeds,1,1,0,1,1,1,0,1,1,0,0,1,1
axe,scissors,range,0,1,1,1,1,1,1,0,0,1,0,0,1
coat,trousers,materials,1,1,1,1,1,1,0,1,1,0,1,1,1
plum,asparagus,furniture,0,1,1,1,1,1,1,1,0,0,1,1,1
plum,cheese,tables,0,0,1,0,1,1,1,1,0,0,0,0,1
harmonica,saxophone,rodents,0,1,1,1,1,0,0,0,1,1,1,1,0
lion,elephant,baking,0,1,1,1,0,0,0,1,0,0,0,0,0
honeydew,cantaloupe,seeds,0,1,1,1,1,1,1,0,0,0,1,1,1
hose,bolts,thin,1,1,0,1,1,1,1,0,0,1,0,0,1
mittens,pajamas,colourful,1,1,1,1,1,0,1,1,0,0,1,1,1
tomato,peas,seeds,1,1,1,1,0,1,1,0,1,0,0,1,0
seagull,vulture,flies,0,1,0,1,1,1,1,0,0,0,1,1,1
elevator,escalator,electrical,0,1,1,1,1,1,1,1,0,0,0,0,1
bowl,dish,shoes,0,1,1,1,1,1,1,1,0,0,1,0,1
nightingale,grasshopper,flies,0,1,1,1,1,0,0,0,0,0,1,0,1
pistol,grenade,headboard,0,1,1,1,1,1,1,1,0,0,0,1,1
chicken,tuna,flies,1,1,1,1,1,1,1,0,1,0,0,1,0
caribou,bison,barrel,0,1,1,1,1,1,1,1,0,0,0,1,1
saxophone,accordion,mouthpiece,1,0,1,1,1,1,1,0,1,0,0,1,0
buffalo,bison,suede,0,1,1,1,1,1,1,0,0,0,0,0,1
turtle,rabbit,slowly,1,1,1,1,1,1,1,0,0,1,0,1,1
fan,rock,electrical,1,1,1,1,0,1,1,0,0,1,0,0,0
banjo,cello,iceberg,0,1,0,1,1,1,1,0,0,1,0,1,0
cap,dress,visor,1,1,1,1,1,1,1,1,1,1,1,1,1
razor,scissors,electrical,1,1,1,1,1,1,0,0,0,0,1,1,0
hawk,stork,bait,0,1,1,1,1,0,1,0,1,0,0,0,1
seagull,eagle,games,0,1,1,1,1,1,1,0,1,1,1,1,1
avocado,tomato,marshes,0,1,1,1,1,0,0,1,0,0,1,1,1
camel,bull,spits,1,1,1,1,1,1,1,0,0,0,0,0,0
horse,pig,belts,0,1,1,1,1,0,1,0,0,1,0,1,1
beans,bread,navigate,0,1,1,1,1,1,1,0,0,1,0,1,1
hoe,fork,sinks,0,1,1,1,1,1,1,1,0,0,0,1,0
lamp,mirror,electrical,1,1,1,1,1,0,0,1,1,1,0,1,1
rattlesnake,turtle,fangs,1,0,0,1,1,0,1,1,1,0,0,0,1
crocodile,tortoise,animals,1,1,1,1,1,1,1,0,1,1,1,0,1
cantaloupe,avocado,seeds,0,1,1,1,1,1,1,0,0,1,1,1,1
pajamas,nightgown,dishes,0,1,1,1,1,1,1,1,0,1,0,1,0
candle,cigar,sauce,0,1,1,1,1,1,1,0,0,0,0,1,1
deer,rabbit,lingerie,0,1,1,1,1,1,1,0,0,0,0,1,1
chipmunk,beaver,nuts,1,1,1,1,1,1,0,1,0,1,1,1,1
drill,wheel,electrical,1,1,1,1,1,1,1,1,0,0,0,0,1
bazooka,cannon,beasts,0,0,1,1,1,1,0,0,0,1,1,1,1
horse,cat,tenants,0,1,1,1,1,0,1,0,0,0,0,1,1
caterpillar,jeep,nocturnal,0,1,1,1,1,1,0,0,0,1,0,1,1
socks,sweater,cheese,0,1,1,1,1,1,1,0,1,1,1,0,1
tie,cup,thin,1,1,1,1,1,1,1,0,0,1,0,1,0
jar,tomato,lid,1,1,1,1,1,1,1,1,1,0,0,0,1
buggy,scooter,seats,1,1,1,1,1,1,1,0,0,0,0,1,0
orange,lime,seeds,0,1,1,0,1,1,1,0,0,1,0,0,0
lettuce,beans,messy,0,0,1,1,1,1,0,0,0,1,0,1,1
dog,rabbit,cats,1,1,1,1,1,0,1,1,1,0,1,1,0
cello,trumpet,wolf,0,1,1,1,1,1,1,1,0,1,0,0,0
gate,house,celebrating,0,1,1,1,1,1,1,0,0,0,0,1,0
peach,cherry,ground,0,1,1,1,1,1,1,0,0,0,0,0,1
ox,moose,cord,0,1,1,1,1,1,1,1,1,0,0,0,0
moose,bison,milkshakes,0,0,1,0,1,1,0,0,1,0,1,1,1
raspberry,cranberry,sprinklers,0,1,1,1,1,1,1,0,1,1,0,1,1
avocado,pineapple,seeds,1,1,0,1,1,1,1,0,1,1,0,1,1
chicken,coconut,erasable,0,1,1,1,1,0,1,1,1,1,0,0,0
shirt,socks,sleeves,1,1,1,1,1,1,1,0,0,0,0,1,1
apartment,house,balcony,1,0,1,1,1,0,0,1,0,0,0,1,1
skunk,fox,stripe,1,1,1,1,0,0,1,1,0,0,0,1,1
cushion,curtains,claws,0,1,1,1,1,0,1,1,0,0,0,1,1
garlic,cheese,things,0,0,1,1,1,1,1,0,1,0,1,0,1
elephant,turtle,peanuts,1,1,1,1,1,1,1,0,0,0,1,1,0
jacket,cloak,buttons,1,1,1,1,1,1,1,0,0,0,1,0,1
tiger,hyena,summer,0,1,1,1,0,1,0,0,0,0,0,1,0
hyena,crocodile,valves,0,1,1,1,1,1,1,0,1,0,1,1,1
blender,garlic,electrical,1,1,0,1,1,1,0,1,0,0,0,1,1
donkey,duck,oysters,0,1,0,1,1,0,0,1,1,0,1,0,0
duck,lamb,chases,0,1,1,1,1,1,1,0,0,1,1,0,1
spinach,parsley,tractors,0,1,0,1,1,1,0,0,0,0,0,1,0
peas,tomato,cups,0,1,0,1,1,1,1,0,0,0,0,1,1
calf,cow,hoofs,1,1,1,1,0,1,1,1,0,0,0,0,1
toilet,freezer,porcelain,1,1,1,1,0,1,1,0,0,1,0,1,0
celery,lettuce,stalks,1,0,1,0,1,1,0,1,1,1,1,1,0
dish,tomato,soup,0,1,1,1,1,1,1,0,1,0,1,0,0
vine,avocado,rubber,0,1,1,1,1,1,0,0,0,0,0,1,1
bag,tray,heads,0,1,1,1,0,1,1,0,0,1,0,1,0
wheelbarrow,cart,bin,1,1,1,1,1,1,0,0,1,1,0,0,1
door,cupboard,barrel,0,1,1,1,1,1,0,0,0,0,1,1,0
napkin,shirt,pick,0,0,1,1,1,1,1,0,0,1,1,1,1
pen,knife,thin,1,1,1,1,0,1,0,0,0,1,0,0,1
radish,asparagus,dips,0,1,0,1,0,1,0,0,0,0,0,1,1
cheetah,giraffe,needles,0,1,1,1,1,1,1,0,0,0,0,1,1
rice,banana,pet,0,1,1,1,1,0,0,0,1,0,0,1,1
cage,door,bars,1,1,1,1,1,1,0,0,0,0,1,1,1
woodpecker,vulture,ears,0,1,1,1,0,1,1,0,0,0,0,0,1
trumpet,banjo,gold,1,1,1,1,1,1,1,0,1,1,1,0,0
corn,pumpkin,kernels,1,1,1,1,1,1,1,1,1,0,0,1,0
rattlesnake,turtle,sympathy,0,1,1,1,1,1,1,0,1,0,0,1,1
napkin,cushion,square,0,1,1,1,1,1,1,0,1,1,1,0,1
gate,fence,latch,1,1,1,1,0,1,1,1,1,0,0,1,0
prune,peach,seeds,1,1,1,1,1,1,1,1,1,0,0,0,1
board,chair,dogs,0,1,1,1,1,0,1,1,1,0,0,1,1
jeans,coat,accomplishments,0,1,1,1,1,1,1,1,1,1,0,1,0
trousers,scarf,pockets,1,1,1,1,1,1,1,1,1,1,0,1,0
pants,coat,materials,0,1,1,1,1,0,0,0,1,1,0,0,0
celery,parsley,eyesight,0,1,1,1,0,1,0,0,0,0,1,0,1
falcon,pigeon,short-sighted,0,0,1,1,1,1,0,1,0,0,0,0,0
giraffe,cheetah,spots,1,1,1,1,1,1,1,0,0,0,1,0,1
potato,broccoli,pearls,0,0,0,1,1,0,1,0,0,1,0,1,1
cougar,buffalo,things,0,1,1,1,1,1,1,0,0,1,1,0,0
parsley,pepper,dressy,0,1,1,0,1,1,1,0,1,0,1,1,1
shirt,skirt,lumberjacks,0,1,1,1,0,0,1,1,0,0,0,1,1
gun,barrel,trigger,1,1,1,1,0,1,1,0,0,0,0,0,1
beans,rice,riding,0,1,1,1,0,0,1,0,1,0,1,1,0
plate,pipe,sizes,1,0,1,1,1,0,1,0,0,0,0,0,1
bagpipe,cello,chairs,0,1,1,1,1,1,1,1,1,0,1,0,1
cherry,pineapple,reflections,0,0,1,1,1,0,1,0,1,0,0,0,0
hawk,vulture,flies,0,1,0,0,1,1,1,0,0,0,1,0,1
cod,potato,fins,1,1,1,1,1,1,1,0,1,1,0,0,1
bottle,spoon,lid,1,0,0,1,1,0,1,1,0,0,0,1,0
alligator,duck,bits,0,1,1,1,1,0,0,1,1,0,0,1,0
fridge,cupboard,shelves,0,1,1,1,1,1,1,0,0,0,0,1,0
garlic,broccoli,damp,0,1,1,1,1,1,0,1,1,0,1,0,0
turtle,snail,slowly,1,1,0,1,1,0,1,0,1,0,0,1,0
vulture,eagle,events,0,1,1,1,1,1,1,1,0,1,0,1,0
coat,socks,cutting,0,1,1,1,1,1,1,1,1,1,1,1,0
cedar,walnut,poisonous,0,1,1,1,1,1,0,1,0,0,0,1,1
swimsuit,blouse,turns,0,1,1,1,1,0,1,1,0,0,0,1,0
hoe,axe,orchestras,0,1,1,0,1,1,1,1,0,0,0,1,0
pear,celery,loosening,0,1,1,1,1,1,1,0,1,1,1,1,0
tortoise,cat,slow,1,1,1,1,1,1,1,0,1,0,0,0,0
radish,peas,hangings,0,1,1,1,1,1,0,1,1,1,1,1,0
walnut,coconut,woodwind,0,0,1,1,1,1,1,0,0,0,0,0,0
gown,shoes,waterproof,0,1,1,1,0,1,0,0,1,1,0,1,1
onions,garlic,layers,1,1,1,1,0,0,1,1,1,0,1,1,0
tangerine,lemon,burlap,0,1,1,1,1,1,1,0,0,0,0,1,0
mittens,vest,freezer,0,1,1,1,1,1,1,1,0,1,0,1,1
bra,vest,hooks,1,0,0,1,1,1,1,1,1,0,1,0,1
salamander,otter,cheese,0,1,1,0,1,1,1,0,1,0,0,1,0
minnow,perch,fins,0,1,1,1,1,1,1,0,0,0,1,0,1
violin,flute,mixing,0,1,1,1,1,1,1,0,0,0,0,0,1
horse,goat,oysters,0,1,1,1,1,1,0,1,0,1,0,1,1
scissors,spatula,badminton,0,0,1,1,1,1,1,0,1,0,1,1,1
catfish,mackerel,pendant,0,1,1,1,1,1,1,0,1,0,1,0,0
dagger,cloak,lining,0,1,1,0,1,0,1,0,0,0,0,0,1
slingshot,corkscrew,nuclear,0,1,1,1,1,1,1,0,0,0,1,1,1
cat,rabbit,paws,1,1,1,1,1,0,1,1,0,0,1,0,0
kettle,fridge,spout,1,1,1,1,1,1,1,0,1,1,0,1,1
couch,bed,lengths,0,1,1,1,1,1,1,0,0,0,1,1,1
eel,catfish,electrical,1,1,1,1,1,0,1,1,0,0,1,1,1
porcupine,raccoon,slow,1,1,1,1,1,1,1,0,0,1,0,0,1
mackerel,eel,destructive,0,1,1,1,1,1,1,1,1,0,0,1,0
sardine,crab,mountains,0,1,1,1,1,0,1,0,0,0,0,1,1
cheetah,leopard,spots,1,1,1,1,1,1,0,0,0,1,1,1,1
hare,deer,cake,0,1,1,1,1,1,1,0,1,1,0,1,0
pear,pineapple,transportation,0,1,1,1,1,1,1,0,0,0,1,1,0
blackbird,woodpecker,worms,1,1,1,1,1,1,1,0,1,1,1,0,1
willow,cherry,stitching,0,1,1,1,1,1,1,1,0,0,0,1,1
dolphin,tiger,sleek,1,1,1,1,1,1,1,1,0,0,0,1,0
balloon,helicopter,colourful,1,1,1,1,1,1,1,1,0,0,0,1,1
pickle,asparagus,on,0,1,1,1,1,0,0,0,0,0,0,1,0
sink,tap,enamel,1,1,1,1,1,0,1,0,0,1,0,0,1
sofa,carpet,reflections,0,1,1,1,0,1,1,0,1,0,1,1,1
donkey,bull,ears,1,1,1,1,1,0,1,0,0,0,0,1,1
cougar,buffalo,ago,0,1,1,1,1,1,1,1,1,0,0,1,1
wall,stone,cement,1,1,1,1,1,1,1,0,0,0,0,1,1
strawberry,coconut,things,0,1,1,1,1,1,1,0,0,1,1,1,1
submarine,ship,on,0,1,1,1,1,1,1,0,1,1,0,1,0
axe,stick,bolts,0,1,1,1,0,1,0,0,1,0,0,1,1
coat,blouse,pockets,1,1,1,1,1,1,1,1,0,0,0,1,1
tiger,lobster,boards,0,1,1,1,1,0,1,0,0,1,1,1,1
slippers,boots,photographers,0,1,1,1,1,1,1,0,0,0,0,0,1
bra,dress,heels,0,1,1,0,1,0,1,0,0,0,1,1,1
sheep,bison,straps,0,1,1,1,1,1,1,0,0,0,1,0,1
rabbit,pig,ears,1,1,1,0,1,1,1,0,1,0,0,1,1
pajamas,nightgown,fibre,0,1,1,1,1,1,1,0,0,0,0,1,1
harp,accordion,boiling,0,0,1,1,1,1,1,1,0,1,1,1,1
accordion,trumpet,powerful,0,1,1,1,1,1,1,1,0,1,0,0,0
lamp,lantern,stalls,0,1,0,1,1,0,1,0,1,0,0,1,0
coat,gown,zipper,1,1,1,1,1,1,1,1,0,0,0,1,1
tomato,celery,seeds,1,1,1,1,1,1,0,0,0,0,1,1,1
socks,mittens,through,0,1,1,1,1,1,1,0,0,0,0,1,1
trout,shrimp,fins,1,1,1,1,1,0,1,1,1,0,0,0,1
helmet,jacket,cloth,0,1,1,1,1,1,1,1,0,0,1,1,1
nightgown,apron,forests,0,1,1,1,1,1,1,0,0,0,0,0,1
wasp,hornet,pockets,0,1,1,1,1,1,1,1,1,0,0,0,1
salamander,eel,talks,0,1,1,1,1,0,1,1,0,0,1,1,1
sparrow,finch,warmth,0,1,1,1,1,0,1,0,0,0,1,0,0
cottage,barn,spring,0,1,1,1,1,1,1,0,0,0,0,1,0
bomb,gun,prongs,0,1,1,1,0,1,1,1,0,0,0,0,0
starling,pigeon,worms,1,1,1,1,1,1,1,0,0,0,1,1,1
hyena,cheetah,milkshakes,0,1,1,1,1,1,1,1,0,1,1,0,1
dog,pig,noise,0,1,1,1,1,1,0,0,0,0,1,0,1
closet,dresser,bars,1,1,1,1,1,0,0,0,1,0,0,0,1
spinach,pepper,dogs,0,1,1,1,1,1,1,0,1,1,1,1,0
tent,bed,balloons,0,1,1,1,1,1,1,1,0,0,0,1,1
dish,pie,jewel,0,1,1,0,1,0,1,0,1,1,0,1,0
avocado,peas,letters,0,1,1,1,1,1,1,0,0,0,1,1,0
worm,spider,slithers,1,1,1,1,0,1,1,0,0,0,1,1,1
apron,blouse,rabbits,0,0,1,1,1,0,1,0,0,0,0,1,1
tray,bag,peanuts,0,1,1,1,1,1,1,1,0,0,0,1,1
bed,carpet,toast,0,0,1,1,1,1,1,0,0,1,1,0,0
grape,strawberry,purple,1,1,1,1,1,0,1,0,0,0,0,1,1
elevator,truck,buttons,1,1,1,1,1,0,1,0,0,0,0,0,0
rattlesnake,snail,bites,1,1,1,1,1,1,0,1,0,0,0,0,0
walrus,dolphin,edges,0,1,1,1,1,1,1,1,0,1,0,0,0
dress,jacket,gobbles,0,0,1,1,1,1,1,1,0,0,0,0,1
crab,cheese,sideways,1,1,1,1,0,1,1,1,0,0,0,0,1
snail,spider,dams,0,1,1,1,1,1,1,1,0,1,0,0,1
lamb,beans,kernels,0,1,1,1,0,1,0,0,0,0,0,1,1
cherry,carrot,pit,1,1,1,1,0,1,0,0,1,0,0,1,1
blouse,shawl,sleeves,1,1,1,1,1,1,0,0,1,1,0,0,0
pipe,tank,hollow,1,1,1,0,1,1,0,0,0,0,1,1,1
tripod,stool,blades,0,1,0,1,1,1,1,1,1,0,1,0,0
tortoise,hamster,drug,0,1,1,1,0,1,1,0,0,0,1,0,0
scooter,car,bars,1,1,1,1,1,1,1,0,1,0,0,1,0
cheese,lemon,bursts,0,1,1,1,1,1,0,1,1,0,0,1,0
belt,rope,thin,0,1,1,1,1,0,0,0,0,1,0,1,1
leopard,bear,floors,0,1,1,1,1,1,1,0,0,1,1,1,0
vest,gloves,fabrics,1,1,1,1,1,1,1,1,0,0,0,1,1
jeans,pants,rips,1,1,1,1,1,0,1,0,1,0,0,0,1
elk,buffalo,antlers,1,1,1,1,1,1,0,1,1,1,0,0,1
barrel,bolts,lid,1,1,1,1,1,1,0,0,0,0,0,0,1
moose,otter,smelly,0,1,1,1,1,1,1,1,0,0,0,1,1
sink,shelves,mobility,0,1,1,1,1,1,1,1,0,0,1,1,0
prune,cranberry,seeds,1,0,1,1,1,1,1,1,1,0,1,0,1
wall,fence,grass,0,1,1,1,1,0,1,1,0,0,1,1,1
pot,pan,ploughing,0,1,1,1,0,1,1,1,0,0,0,0,1
ring,rope,gold,1,1,1,1,1,1,1,0,0,1,0,1,1
jacket,socks,bolts,0,1,1,1,1,1,0,0,1,0,0,1,1
mirror,peg,teams,0,1,1,0,1,1,1,1,1,0,0,1,1
drill,screws,bits,1,1,1,1,1,1,1,1,0,0,1,1,1
swimsuit,pajamas,piece,1,1,1,1,1,1,1,0,0,1,0,1,1
eggplant,broccoli,seeds,1,1,1,1,1,1,0,0,0,0,0,1,1
seagull,raven,cucumber,0,1,1,1,1,1,1,1,1,0,1,1,1
trombone,cello,valve,1,1,1,1,1,0,1,1,1,0,0,0,0
goldfish,hamster,oysters,0,1,1,1,0,1,1,0,0,0,0,0,1
kettle,blender,spout,1,1,1,1,1,0,1,0,0,1,0,1,0
dish,tomato,pounding,0,1,1,1,1,1,1,0,1,0,0,1,0
keyboard,mouse,cookie,0,1,1,1,1,1,1,1,0,0,0,1,1
bracelet,pearl,clasp,1,1,1,1,1,1,1,0,1,1,1,1,1
tangerine,peach,mercury,0,1,1,1,0,1,1,1,0,0,0,1,0
rocker,fan,pies,0,0,1,1,1,0,0,0,0,0,1,1,0
spatula,rake,tea,0,1,1,1,1,0,1,1,0,1,0,1,0
spatula,brush,poison,0,1,1,1,1,1,1,0,0,0,0,1,0
worm,beetle,slithers,1,1,1,1,0,1,1,0,0,0,0,1,0
balloon,rope,rubber,1,1,1,1,1,1,1,0,0,0,0,0,1
plum,peach,pit,0,1,1,1,1,1,1,0,0,0,1,1,1
crab,onions,holes,0,1,1,1,0,1,1,0,0,1,0,0,0
camel,sheep,beige,1,1,1,0,1,1,1,0,1,0,1,1,1
porcupine,moose,sewers,0,1,1,1,1,1,0,1,0,0,1,1,1
cheese,tomato,dresser,0,1,1,1,0,1,1,0,0,0,0,1,1
raspberry,cranberry,pieces,0,1,1,1,1,1,1,0,0,0,0,1,0
mackerel,salmon,vases,0,1,1,1,1,1,1,1,0,0,0,0,1
coat,sweater,materials,1,1,1,1,1,1,1,1,0,0,0,1,0
cauliflower,potato,resting,0,1,1,1,0,0,1,0,1,0,0,1,1
cougar,buffalo,drug,0,1,1,1,1,1,1,0,0,0,0,1,1
bra,jacket,lacy,1,1,0,1,1,1,1,0,1,0,1,1,0
magazine,book,floors,0,0,1,1,1,1,1,0,0,0,0,1,1
helicopter,ship,hovers,1,1,1,1,1,0,1,0,0,0,1,1,0
beans,cauliflower,baking,0,1,1,0,0,1,0,1,0,0,1,1,0
pot,pan,lid,0,1,1,1,1,0,1,0,0,0,0,1,0
hawk,eagle,soars,1,1,1,1,1,1,1,0,0,0,0,0,1
beans,cabbage,disease,0,1,1,1,0,0,1,0,0,1,0,1,0
nightgown,shirt,meows,0,1,1,1,1,1,1,0,1,0,0,0,0
necklace,chandelier,charm,1,1,1,1,1,1,0,0,1,1,0,1,1
cucumber,lemon,valve,0,1,1,1,1,1,1,1,0,0,0,1,1
apron,cloak,cloth,1,1,1,1,1,1,0,1,0,0,0,1,0
rabbit,goat,pairs,0,1,1,1,0,1,0,0,0,0,1,1,1
jeans,socks,achievements,0,0,1,1,1,1,1,1,1,1,1,1,0
blueberry,plum,saucers,0,1,1,1,0,1,1,0,1,0,1,1,1
airplane,helicopter,occasions,0,1,1,1,1,1,0,0,0,1,0,1,1
chain,rope,gold,1,1,1,1,1,1,1,1,0,0,0,1,1
camisole,shirt,handles,0,1,1,1,1,1,1,0,0,0,1,0,0
chipmunk,raccoon,gold,0,1,1,1,1,1,1,0,0,0,0,1,1
skyscraper,building,floors,1,1,1,1,1,1,1,1,0,0,1,0,1
robe,pants,boards,0,1,1,1,1,0,1,0,0,0,1,0,0
necklace,dress,clasp,1,1,1,1,1,0,1,1,0,1,0,1,1
flute,violin,summer,0,1,1,1,0,1,1,1,0,1,0,0,1
tripod,tray,brakes,0,1,1,1,1,1,1,0,0,0,0,1,0
spider,octopus,flies,1,1,1,1,1,1,0,0,0,0,0,0,1
strawberry,peach,quiet,0,1,1,1,1,1,1,0,1,1,1,0,0
guitar,cello,claws,0,1,1,1,1,1,1,1,1,0,1,0,1
blender,garlic,electronic,1,1,1,1,1,1,0,0,0,0,0,1,0
zucchini,pumpkin,bolts,0,1,1,1,1,1,1,1,1,1,0,1,1
rabbit,sheep,delicate,0,1,1,1,1,1,0,0,0,0,0,0,1
broccoli,eggplant,stalks,1,1,1,0,0,1,1,0,0,0,0,1,0
trousers,skirt,zippers,1,1,1,1,1,1,0,0,0,1,1,1,1
pear,nectarine,stem,1,1,0,1,1,1,1,1,1,0,0,0,1
jacket,scarf,pockets,1,1,1,1,1,0,1,0,1,1,0,1,1
hammer,brush,lima,0,1,1,0,1,1,1,0,0,0,0,0,1
beehive,brick,terrorism,0,1,1,1,1,0,0,1,0,0,0,0,1
seaweed,lobster,styles,0,1,0,1,1,1,1,0,0,0,0,1,0
wand,spear,farms,0,1,1,1,1,1,1,1,0,0,0,1,0
eagle,deer,flies,1,1,1,1,1,1,1,0,1,0,1,0,1
squirrel,hare,chairs,0,1,1,1,1,1,1,0,1,0,0,0,1
cloak,apron,soups,0,1,1,1,1,0,1,1,0,0,0,0,0
duck,pig,waddles,1,1,1,0,1,0,1,1,0,0,0,1,1
cottage,barn,twisted,0,1,1,1,0,1,1,0,0,0,1,0,0
corn,rice,bottles,0,1,1,1,1,1,1,0,0,1,1,1,1
scooter,buggy,bars,1,1,1,1,1,1,1,1,1,1,0,0,1
eggplant,celery,quills,0,1,1,1,0,1,1,1,0,0,1,0,1
cow,cheese,udder,1,1,0,1,1,0,1,1,1,1,1,0,1
radish,broccoli,pounding,0,0,1,1,1,1,1,1,0,0,1,1,1
whale,walrus,ballet,0,1,1,1,0,1,1,0,1,0,0,1,0
fork,tray,prongs,1,1,1,1,1,1,1,1,1,1,0,1,1
catfish,zebra,predator,0,1,1,0,1,1,1,0,0,0,0,1,0
knife,spoon,zipper,0,1,1,1,1,0,1,1,0,0,0,1,1
belt,apron,thin,1,1,1,1,1,0,1,0,0,0,1,1,1
wasp,hornet,flies,0,1,1,1,1,1,1,0,1,0,0,1,0
beetle,ant,beads,0,1,1,1,1,1,1,0,0,0,0,0,1
horse,lion,repelling,0,1,1,1,1,1,1,0,0,0,0,1,1
corn,cauliflower,kernels,1,1,1,0,1,0,1,0,0,0,1,1,1
tuna,spinach,screen,0,1,1,1,1,1,1,0,0,0,0,1,1
jar,tomato,label,1,1,1,1,1,0,1,0,1,0,1,0,0
wheel,bike,rubber,1,1,1,1,1,1,0,0,1,1,0,1,1
cabbage,eggplant,plug,0,0,1,1,1,1,1,0,0,0,1,1,0
pants,trousers,part,0,1,1,0,1,1,1,1,1,0,1,0,1
lemon,lime,bubbles,0,1,1,1,1,1,1,1,0,0,0,1,1
fridge,dishwasher,pajamas,0,1,1,1,1,1,1,0,0,0,0,1,0
bear,tiger,claws,0,1,1,1,1,1,1,0,0,0,0,0,1
gorilla,camel,criminals,0,1,1,1,1,1,1,0,0,0,0,0,1
sardine,cod,cream,0,1,0,1,1,1,0,0,1,0,0,1,0
hyena,zebra,seeds,0,1,1,1,1,1,0,0,0,0,0,1,1
peach,raspberry,floor,0,1,1,1,1,1,1,1,0,0,0,0,1
moose,goat,airplanes,0,1,1,1,1,0,1,0,0,1,1,0,1
chandelier,candle,crystal,1,1,1,1,1,1,1,0,0,0,1,0,0
toaster,blender,games,0,1,1,1,1,1,1,1,0,0,0,1,0
raven,finch,knights,0,1,1,0,1,1,1,0,0,0,0,0,0
bolts,wheel,threads,1,1,1,1,1,0,0,0,0,1,0,1,1
avocado,asparagus,flies,0,1,0,1,1,1,1,0,0,1,1,1,1
socks,scarf,men,0,1,0,1,1,1,1,0,1,0,0,1,1
hut,house,grass,1,0,1,1,1,1,1,0,0,0,0,1,1
shovel,fork,climates,0,1,1,1,1,1,1,1,0,1,1,1,1
rabbit,pig,triangular,0,1,1,1,0,1,1,1,0,0,1,0,1
sink,stove,riding,0,1,1,1,1,0,1,0,1,1,0,1,0
bottle,mug,advertisements,0,1,1,1,1,1,1,0,1,0,0,1,0
avocado,garlic,handles,0,1,1,0,1,1,0,0,0,0,0,1,1
blackbird,grasshopper,evergreen,0,0,1,1,1,0,1,0,0,0,0,1,1
boots,slippers,bland,0,1,1,0,1,1,1,0,1,0,0,1,1
strawberry,cucumber,bicycles,0,0,1,1,1,1,0,0,1,0,0,1,0
vest,blouse,beige,0,0,1,0,1,1,1,1,0,1,0,0,1
axe,shotgun,popcorn,0,1,1,1,1,0,0,0,0,1,0,1,0
